id;title;description_RU;description_EN;;
seeds-letter2;;Посыльный графа приносит записку.<br><i>Знатно проучили мы барона! Только, видать, прознал он, что моих то рук дело. Пустил в мой амбар мышей, и те попортили зерно! Не могу я такое спустить ему. Утром к тебе заглянет один из моих друзей. Не смотри, что одет он как оборванец – это достойнейший человек во всем королевстве! Помни об этом, когда придет время выбирать сторону.</i>;Another note from the Count.<br><i>We taught the Baron a good lesson! Yet somehow he learned it was my doing. He retaliated by sending men to set my granary on fire. (I just know it was him, the knave!) I can't let him get away with it. In the morning, one of my friends will drop by. Never mind his raggedy posterior – he's the most honorable man in the realm. Remember this when the time comes to pick a side.</i>;;
seeds-letter2-poison;;Посыльный графа приносит записку.<br><i>Переборщила ты с винцом, помер старик дегустатор у моего соседа. Сразу прознал он, что то моих рук дело. Пустил в мой амбар мышей, и те попортили зерно. Не могу я такое спустить ему. Утром к тебе заглянет один из моих друзей. Не смотри, что одет он как оборванец – это достойнейший человек во всем королевстве! Помни об этом, когда придет время выбирать сторону.</i>;Another note from the Count.<br><i>The wine proved too strong for Baron's tastes – his cup bearer died a gruesome death. He must've learned it was my doing and retaliated by sending men to set my granary on fire. I can't let him get away with it. In the morning, one of my friends will drop by. Never mind his raggedy posterior – he's the most honorable man in the realm. Remember this when the time comes to pick a side.</i>;;
seeds-baron;;Барон доложил королю, что сосед подослал к нему шайку бандитов. По счастливой случайности налетчики вели себя странно, путались в собственных ногах, не могли удержать оружия и быстро сдались страже. Барон выпытал, кто их подослал, и узнал, что граф пользовался чарами, чтобы вырастить дьявольский хлеб! Злодея передали в руки церкви, а его земли король перепоручил досточтимому барону. Увы, главаря разбойников поймать не удалось.;The Baron reported to the king that his neighbor tried to sic a band of thugs on him. Luckily, the raiders, who were tripping over their feet and couldn't hold their weapons, quickly submitted to the guardsmen. It took some convincing at the hands of the torturer but they cracked eventually. According to them, the Count used dark magic to grow devil's bread! The maleficar was turned over to the Church and his lands went to the esteemed Baron. Alas, bandit leader is still on the loose.;;
seeds-count;;Влиятельный граф заявил, что готов поделиться уцелевшим заморским зерном со всеми желающими. И после этого голод больше не ступит в наши славные края! Увы, за добрыми вестями все быстро позабыли о печальной судьбе барона, чье поместье разгромили разбойники. Они были сыты, хорошо вооружены и экипированы. Барона, как говорят, насильно кормили мукой, пока он не умер в жутких корчах. А что сделали с его семьей – лучше не знать…;The count declared that he is ready to share all his remaining grain and flour with every man in need. The good news made everyone forget the sad fate of his neighbor whose manor was ransacked by the bandits. Well-fed and well-armed men stormed the place and enacted their twisted judgment Rumor is, they fed the baron raw flour until he burst. And what befell his family is best left unsaid.;;
seeds-default;;Странные вещи творятся в королевстве. Влиятельный граф не оправдал надежд короля, который поручил ему важнейшее государственное дело. Из-за этого граф лишился титулов, владений, и, если верить слухам, тут же прибился к местной разбойничьей артели. Окрестные земли наполнились слухами и догадками, что могло связывать родовитого владетеля с шайкой отребья?;Something is rotten in our fair realm. The count, a man of power and influence, fell into disgrace after mishandling a state affair of utmost importance entrusted to him by the king himself. He was stripped of all titles and lands, the latter going to his neighbor. Rumors suggest he went as far as joining a bandit gang afterwards. What could possibly tie an aristocrat to a band of common rabble?;;
seeds-fail;;Крестьяне рассказали вам о том, что некий граф погубил плодородную землю темными чарами. За провинность лишился всех титулов, а его владения передали соседу. Самого падшего дворянина отправили на казнь в столицу, но по дороге его выкрали разбойники и уволокли в лес. Вот и поделом мерзавцу!;The peasants told you about a noble who ruined the fertile lands with dark magic. The count was stripped of titles and his lands went to his neighbor. The noble was bound for execution but he was kidnapped by the bandits on his way to the capital. Serves him right!;;
BanditFractionEvent;;Егеря говорят о том, что видели, как в лесной чаще пылают по ночам разбойничьи костры. Их так много, что даже смотреть жутко. По городам и деревням шныряют самого лихого вида людишки. Скупают еду и лошадей, произносят опасные речи о том, что скоро страдания простого народа закончатся и зажравшиеся властолюбцы будут свергнуты.;The huntsmen speak of bandits' fires lighting up the forests at night, eerie and unnerving. Shady people are scurrying around towns and villages. They buy up food and horses and make bold speeches about ending the suffering of common folk and overthrowing the greedy despots.;;
bandit-final-fail;;Светлый наш правитель подло ранен на охоте! Но перед силой и чистотой его духа отступила даже смерть! Король обвинил епископа в том, что тот возжелал усадить на трон самозванца и нанял головорезов для покушения. После чего отправил на поиски разбойников сотни солдат, велев жестоко допрашивать местных жителей и карать тех, кто помогает налетчикам. Головорезов переловили, и они признались, что получали деньги от церкви!;Our illustrious monarch was grievously wounded during a royal hunt when a treacherous blade struck from the ambush. But his pure and valiant spirit overcame death itself! The king accused the archbishop of conspiring with a would-be usurper and organizing the assault. He then sent hundreds of guardsmen to comb the countryside. The thugs were caught and under torture they confessed they were taking money from the bishop.;;
bandit-connections;;Вас заочно обвинили в помощи разбойникам и участии в мятеже. Слухи о вашем ремесле быстро достигнут ушей инквизиции, так что готовьтесь к худшему. Впрочем, кто-то ночью пришпилил кинжалом к вашей двери большой кошель, набитый золотом. Кинжал кажется смутно знакомым. Может, эти деньги вам помогут?;You were accused of aiding bandits and participating in rebellion. Rumors of your craft will soon reach the ears of the inquisition, so prepare for the worst. At least someone pinned a gold purse to your door with a familiar-looking dagger last night. Money won't hurt – you surely need all the help you can get.;;
bandit-final;;Узурпатор пришел к власти не без вашей помощи. Помните ли вы об этом, глядя на сожженные поля, залитую кровью землю и исклеванные воронами тела, раскачивающиеся на виселицах? Так или иначе, теперь у вас есть друзья при дворе, что сделает жизнь проще и безопаснее… на какое-то время.;The usurper sits on the throne, thanks in part to you. Will you remember this when you look at the burned fields, blood-soaked earth and rows of gallows with bodies hanging from them? Anyway, now you've got friends in high places, which should make life easier and more safe... at least for some time.;;
bandit-fail;;Радостные вести!<br><br>Разбойника, который возомнил себя защитником сирых и убогих, поймали. Он пытался стравить короля и епископа, но коварный план провалился. Говорят, не в последнюю очередь благодаря некой ведьме, что обманула мерзавца.<br><br>В качестве устрашения смутьяну зашили рот и приколотили к голове пустое ведро на манер короны, а потом усадили на площади в корыто с навозом.;Good news, everyone! The robber who thought himself the protector of the poor and the needy was finally caught. He tried to pit the king and the archbishop against each other, but the treacherous scheme failed. Not in the least because of a certain witch who tricked him. To make an example of him they sewn his mouth shut and nailed a crown made of old bucket to his head. A pile of dung made a fine throne for the rotting body for the next few weeks.;;
bandit-refuse;;Занять сторону разбойника, который жаждет расколоть королевство? Это точно не ваш путь. Вам достаточно котла и поганок. А вот сам разбойник без помощи темных сил ничего путевого так и не добился, продолжая пощипывать мелких дворянчиков и торговцев. Впрочем, это уже забота королевских егерей и ловчих.;Taking sides isn't really your thing, especially when it's the side of a bandit who wants to set the realm on fire. You are quite content with your cat, your cauldron and a collection of toadstools. The bandit achieved nothing of note, robbing small nobles and merchants. Let the king's huntsmen and their hounds deal with him.;;
bandit-story;;<i>Хочешь немного правды? Истинный наследник престола – я, но младшенький брат, по наущению бастарда, оставил меня умирать в лесу много лет назад. Разбойники нашли и выходили меня, а потом передали, за вознаграждение, местному графу. К тому моменту при дворе меня считали мертвым, а старый король уже слег в склеп. Мы долго вынашивали план мести, и я верну то, что принадлежит мне по праву!</i>;<i>Want to hear my tale? I am the heir to the throne. My younger brother left me to die in the forest at the instigation of the bastard. Bandits found me and handed over to the local count for a reward. By that time the old king had died and everyone at the court thought me dead. Long have I planned my revenge and now it's time to claim what is rightfully mine!;;
BishopFractionEvent;;Его Преосвященство объявляет «Неделю покаяния»!<br><br>Какие бы прегрешения ты, по своей воле или следуя приказу, ни совершил, поведай о них в божьем доме. Ни власть, ни богатство не спасут душу от адского пламени! Никакой смертный защитник не вытащит тебя из полного кипящей серы котла! И никогда за правду не платили так щедро!<br><br><i>Имена ваши будут сокрыты от чужих ушей и глаз, не страшитесь земного возмездия!</i>;His Holiness declares the “Week of Repentance”! <br><br>Be you peasant or noble, had you sinned by your own volition or by your lord's command, all are welcome in the house of God. Come and confess, because neither power nor wealth can save your soul from hellfire. Never before has the truth been so richly rewarded.<br><br><i>No need to fear mortal retribution – your anonymity will be protected.</i>;;
bishop-default;;Хрупкому миру между троном и церковью пришел конец. Король уличил епископа в связи с темными силами и обвинил в желании отнять власть у законного правителя. Его Преосвященство убеждает народ, что правитель сам погряз во грехе, слишком полагается на нечистого на руку брата и ведет королевство к упадку и разложению. Простой народ замер, ожидая развязки. Когда обрушится один из столпов власти – многие окажутся под обломками.;The fragile peace between the crown and the church has come to an end. The king accused the archbishop of dealing with the dark forces in an attempt to grab power from the rightful ruler. His Holiness condemns the monarch as a sinner who is only a puppet for his scheming brother, leading the realm to decadence and ruin. The common folk await the development with fear and caution – when the pillars of power fall many end up dead under the rubble.;;
bishop-intermediate;;Неизвестная болезнь косит знатных и приближенных к короне особ. Их объединяет одно – каждый покупал на рынках или выписывал из портовых городов редкие кушанья и заморские вина. Церковь не устает напоминать, что подобная услада плоти противна Господу! Посему Епископ советует, бедняк ты или влиятельный дворянин, думать о душе, а не брюхе. В честь погибших объявлено большое пасхальное служение.;A mysterious plague reaps a grim harvest of nobles and people close to the king. It seems all of them have one thing in common – a passion for fine cuisine, rare spices and foreign wines. The Church reminds that such delights are an affront to God and our traditions. Therefore, the Bishop advises every man, rich and poor alike, to care more for one's soul than for one's belly. The dead will be honored during Easter service.;;
bishop-final;;Слушайте же, стар и млад!<br><br>Во время пасхальной службы на правителя снизошло озарение! Он покаялся во грехах, согласился избавиться от злобных советников и поклялся более не поднимать меча на служителей господа! Королевство будет очищено от скверны и ереси, и в наших славных землях вновь воцарятся порядок и мир. Помолимся же за здоровье славного короля и светлого епископа!;Hear ye! hear ye! During the Easter service our king had an epiphany! He repented his sins, agreed to banish his corrupt counselors and swore an oath to never again raise the sword against the servants of the Lord! The realm will be cleansed of heresy and filth and peace and order will once again reign our blessed land. Let us pray for the health of our noble king and illustrious bishop!;;
bishop-reject;;Король или епископ? Это явно не тот выбор, который вы хотели бы делать. Их вражда расколет королевство, и вряд ли одинокой ведьме следует вставать между монаршим молотом и церковной наковальней. У вас свой путь. Впрочем, за отказ Его Преосвященству тоже придется заплатить.;The king or the bishop? That's not the choice you would want to make. Their feud promises to shatter the kingdom and it is unlikely a lone witch should stand between the holy hammer and the royal anvil. You walk your own way. There is a price to pay for refusing His Holiness, however.;;
bishop-fail;;Не всем задумкам суждено сбыться, какими бы благими ни были ваши мотивы. Его Преосвященство потерпел неудачу, и король обличил его перед простолюдинами и дворянством. За дружбу с тайными культами и ведьмами, как говорится в послании монарха народу, бог покарал сестру епископа страшным недугом, и это предупреждение всем жителям королевства.;Not any crafty plan comes to fruition, no matter how noble the intent. His Holiness failed and the king denounced him. God punished the bishop for associating with witches and dark cults by cursing his sister with a terrible disease. Let this be a warning for everyone in the kingdom.;;
roses-sleep;;Отшельник принес дивную розу и поведал вам легенду. Век назад стоял неподалеку от рощи приют для неизлечимо больных. Смотрители не столько заботились о них, сколько воровали подати, а чтобы обман не вскрылся, отравили больных и зарыли в роще. И души, изувеченные воспоминаниями, восстали. Терзали землю и людей. Отшельники упокоили их, высадив над могилой розы, что впитали воспоминания мертвых. И поливали зельем, погружая в сон.;The hermit brought you a beautiful rose and told a long story which you quickly lost the track of, but caught enough to get the gist of it. A mass unmarked grave for victims of some terrible crime became a source of rot and corruption. Forest hermits managed to calm the restless spirits by planting a bed of roses on top of it and watering them with sleep potions. A questionable solution, but better than nothing.;;
roses-forget;;Отшельник поведал вам легенду. Век назад стоял неподалеку от рощи приют для неизлечимо больных. Смотрители не столько заботились о них, сколько воровали подати, а чтобы обман не вскрылся, отравили больных и зарыли в роще. И души, изувеченные воспоминаниями, восстали. Терзали землю и людей. Отшельники упокоили их, высадив над могилой розы, что впитали воспоминания мертвых. И поливали зельем, погружая в сон. Но забвение куда надежнее!;The hermit told you a long story which you quickly lost the track of, but caught enough to get the gist of it. A mass unmarked grave for victims of some terrible crime became a source of rot and corruption. Forest hermits managed to calm the restless spirits by planting a bed of roses on top of it and watering them with sleep potions. A dubious solution, especially seeing how oblivion proved a much better cure.;;
roses-failure;;Утром к вам пришел отшельник и положил на стол истлевшую розу. Он сказал, что порча будет расползаться, пока не пожрет рощу, а затем перекинется на лес и окрестные земли. Это займет десятилетия, но рано или поздно все люди заплатят за прошлые прегрешения перед природой и самими собой. После этих слов отшельник покинул родные края и его больше никогда не видели.;A hermit came in the morning and left a withered rose on your table. The corruption will spread, he said, far beyond the grove and the forest. It may take dozens of years but sooner or later people will have to answer for past crimes. He left afterwards, never to be seen again.;;
roses-foolish;;Теперь, когда излечить рощу некому, а последний ее хранитель лишился рассудка и бродит от фермы к ферме, нацепив на голову щербатое ведро, к ней отказываются приближаться даже самые смелые охотники. Говорят, земля там прокисла, деревья сгнили, а в ночи слышен гневный шепот призраков.;The last keeper of the grove lost his mind trying to heal the sacred trees. Now even the most daring poachers avoid the place, fearing the poisonous fumes, treacherous earth and maddening whispers of angry ghosts.;;
roses-poison;;Чего только не рассказывают нынче охотники и сборщики хвороста! Намедни один даже у епископа просил, чтобы в старую рощу отнесли крест или алтарь там какой поставили. Говорил, что дубы там сгнили, земля – как болото смрадное стало, а по ночам бродит оживший покойник, все рыдает о погибшей роще и душит всякого встречного.;Local hunters and woodcutters must've been eating wrong kind of mushrooms lately. They tell strange stories about the old grove that became a rotting poisonous swamp. A restless corpse wanders it at night they say, crying over the dead trees and strangling anyone foolish enough to trespass on the once-sacred land.;;
roses-failure2;;Утром к вам пришел отшельник и положил на стол истлевшую розу. Он сказал, что рощу уже не спасти, а порча перекинется на лес и окрестные земли. Это займет десятилетия, но рано или поздно все люди заплатят за прошлые прегрешения перед природой и самими собой. После этих слов отшельник покинул родные края и его больше никогда не видели.;A hermit came in the morning and left a withered rose on your table. The corruption will spread, he said, far beyond the grove and the forest. It may take dozens of years but sooner or later people will have to answer for past crimes. He left afterwards, never to be seen again.;;
roses-first;;Утром ветер принес со стороны дубовой рощи едкий запах гниения. Даже с порога вашего домика видно, что священные дубы сбросили листву с почерневших ветвей, и над ними кружат вороны.;A smell of rot and something worse on the wind, coming from the oak grove. Even from your porch you can see the sacred trees, bare like rotting skeletons, with ravens circling above.;;
roses-heal;;Отшельник принес вам дивную розу, от которой пахло смертью. Он сказал, что на время порчу удалось унять, но теперь ее никогда не извести окончательно, и рано или поздно болезнь вернется, чтобы пожрать все живое, и в том виновны лишь сами люди. Кажется, за всем этим скрывалась мрачная история, но теперь подробностей не узнать…;The hermit brought you a peculiar rose, beautiful in its own way, but smelling of death. The corruption has been contained for now, he said, but one day it will return to consume all living. You've heard enough of the old man's tales for one day. Surely, it can't all be hopeless?;;
pig-success;Устранить конкурентов;Местный житель в благодарность передал вам немного монет и трофейную… поросячью голову, обвязанную лентой? Что ж, вы только знакомитесь со здешними обычаями, не следует ничему удивляться. А голова отлично будет смотреться на стене… или в сорной яме.;The peasant rewarded you with some coins and a trophy... a pig's head tied with a ribbon? Well, you are just getting acquainted with local customs; you should not be surprised at anything. And the head will look great on the wall... or in the trash.;
pig-alcohol;Буйный порось;Огромный хряк, уже подготовленный и наряженный к соревнованиям, внезапно принялся буянить, круша хозяйственные постройки и вытаптывая поля и грядки. Местные утверждают, что от зверя крепко пахло хмельным. Насилу стреножили его и забили от греха подальше, устроив щедрую раздачу мяса и сала. А жаль, диковинный был экземпляр!;A huge boar, already groomed for the fair, suddenly set on a rampage, destroying the buildings and trampling the fields. Locals claim that the beast smelled strongly of alcohol. They restrained him and butchered out of harm's way, handing out meat and lard generously. What a pity, it was a magnificent specimen!;;
pig.love;Преследователь;Местный житель, бледный и перепачканный грязью, поведал вам о том, что хряк, которого он пытался отравить в ночи, вдруг увязался за ним. Преследовал по полям и лугам, сладострастно прихрюкивая, и намеренья имел самые гнусные! Благо что селянин оказался человеком неглупым и загнал зверя в болото.;The peasant, pale and stained with dirt, told you that the boar he was trying to poison in the night suddenly followed him. He chased through fields and meadows, grunting voluptuously, and had the most vile intentions! Fortunately, the villager turned out to be smart and drove the animal into the swamp.;;
pig-WhenPigsFly;Летающий поросенок;Местный житель, приковылявший к вам, пожаловался на то, что после вашего зелья хряк вдруг приподнялся над землей и вылетел из свинарника. Свин устремился на юг, вслед за перелетными птицами, но крестьянин не отставал! Благо даже колдовской мощи не хватило, чтобы надолго оторвать тушу от земли. Зверь рухнул, так и не добравшись до теплых земель, и едва не раздавил селянина.;The peasant hobbled to your door and complained that after your potion the boar suddenly rose above the ground and flew out of the pigsty. The pig rushed south, following the flocks of birds, but the peasant did not lag behind! Fortunately, even with your witchery that pig was not able to support his bulk in the air for long. The beast collapsed and almost crushed the villager.;;
pig.strong;Большая охота;Люди из соседнего поселения воззвали ко всякому, кто способен держать лук, копье или рогатину. Вырастили они себе на погибель не хряка, а истинное чудовище, что погубило много жизней. Охотники собрались со всего королевства, чтобы прославить свои имена в веках… если, конечно, кабан сам не прикончит их, что очень вероятно. Соревнования тучных животных отменили на неопределенный срок.;People from a neighboring settlement called out to anyone who could hold a bow, spear or pike, for they have fostered not a boar, but a true monster that ruined many lives. Hunters have gathered from all over the kingdom to write their names in sagas... unless, of course, the boar will not finish them off, which is very likely. The fattest pig awards have been postponed indefinitely.;;
pig.pretty;Сердцеед;На соревнованиях самых тучных животных случилось невиданное. Всех покорил некий хряк! И жирен он был в меру, и красив, как античный бог. Местный граф немедленно затребовал себе портрет свина, чтобы повесить его вместо картины прадеда в обеденном зале.;At the fattest pig awards something unprecedented happened. Everyone was captivated by one boar, moderately fat but handsome like an ancient god. The local count immediately requested a portrait of the pig to replace the painting of his great-grandfather in the dining room.;;
pig-food;Туша;Хряк, которого бережно откармливали к соревнованиям, разожрался до такой степени, что его попросту не смогли вытащить из свинарника и доставить на празднество. Кто-то из местных даже предлагал зажарить его прямо в загоне, но идею посчитали безумной. Зато теперь мало кто вспомнит о настоящем победителе соревнований, зеваки несут еду и медяки в поселение, чтобы взглянуть на тучную животину.;The boar that was being fattened for the fair became so fat that they simply could not get him out of the pigsty and deliver him to the festival. Some of the locals even suggested roasting it right in the pen, but the idea was considered crazy. The established winner of the pig awards was soon forgotten — people now bring food and coppers to the pigsty to look at the fattest animal ever.;;
ixbt-intro;Скрижаль;Кто-то прокрался ночью в ваш сад и оставил у порога посылку. В ней лежала скрижаль древнего, ныне исчезнувшего ордена iXBT. Кто мог отправить вам скрижаль и что за тайну она хранит?;Under the veil of night, a shadowy figure slipped into your garden, leaving on your doorsteps a carefully wrapped package. Upon opening it, you discovered a fragment of scripture apparently belonging to the ancient iXBT order, long thought to be lost. Who could have entrusted this relic to you? What enigmatic mysteries lie concealed within its sacred pages?;;
ixbt-vampire-rage;Разоренные башни;Слушайте, стар и млад! Недобрые дела творятся в наших землях. Минувшей ночью некий безумец, чье появление предвещали стаи летучих мышей, разгромил полдюжины сторожевых башен! Безумец не искал золота или снаряжения, а хотел лишь крови. Его Величество распорядился усилить патрули и снарядить поисковые отряды, ибо никто не уйдет от королевского правосудия.;Listen, old and young! Bad things are happening in our lands. Last night, a certain madman, whose appearance was heralded by flocks of bats, destroyed half a dozen watchtowers! The madman was not looking for gold or loot, but only wanted blood. His Majesty ordered to strengthen patrols and organize search parties. No one will escape the royal justice.;;
ixbt-vampire-alcohol;По разные стороны клинка;Быстро захмелевший вампир рассказал печальную историю своей жизни. О том, как был у него друг, что поклялся истреблять вампиров, когда Мишель обратился нежитью. О том, что давным-давно украл Мишель у ордена iXBT фрагмент скрижали, которая ключом являлась от таинственного грота мореплавателя Коксакерсона. Ключ этот мог бы спасти Мишеля, да где третью часть найти?;Surprisingly, the vampire got drunk and told the sad story of his life. How he had a friend who swore to exterminate vampires when Michael turned undead. How a long time ago Michael stole from the iXBT order a fragment of a scripture, which was the key to the mysterious grotto of the viking jarl Queerson. You have another such fragment. If only you could find the third part of the scripture, you would be able to save Michael.;;
ixbt-vampire-sleep;Ископаемое;В таверне «Последний заход» прошлым вечером состоялся удивительный разговор. Некий землекоп клялся, что их бригада разбирала мавзолей в старой части городского кладбища и отыскала там гроб, а в гробу – настоящего вампира! Тот проснулся от шума, поинтересовался, какой нынче год на дворе, а затем грязно обругал землекопов. Те не стерпели обиду и позвали церковников. Увы, гроб к тому моменту опустел.;An amazing conversation took place at the Last Call Tavern last night. A worker swore that, while his team was dismantling a mausoleum in the older part of the cemetery, they found a coffin there, and in the coffin — a real vampire! He woke up from the noise, asked what year it was, and then cursed the workers dirty. They could not stand the insult and called the churchmen. Alas, the coffin was empty by that time. ;;
ixbt-welcome;Легенда;Охотник Жан как следует отъелся и весь вечер нахваливал ваше гостеприимство. А после поведал легенду о великом мореплавателе Коксаккерсоне. Именно он оставил на хранение ордену iXBT таинственную скрижаль-ключ, открывающую проход в грот с небесным драккаром. И та скрижаль, что хранится у вас – одна из трех частей ключа.;Hunter Jan stuffed himself full and spent the entire evening praising your hospitality. And then he told the legend about the great viking jarl Queerson. It was he who entrusted the iXBT Order with a mysterious scripture that should open the grotto where his rainbow drakkar ship was stationed. It seems your fragment is one of the three parts of that scripture. ;;
ixbt-meeting;Встреча;Утром вы обнаружили у себя в сарае странную парочку. Охотник на вампиров и вампир, что спали в обнимку. Они так сладко похрапывали, что вы не стали будить… друзей?;At dawn you stumbled upon a strange sight in your woodshed. A vampire and a vampire hunter fast asleep and so close to each other. They snored so happily that you decided not to wake these... friends?;;
ixbt-duel;Схватка;Охотник Жан выследил вампира и был готов сразиться с ним, как вдруг узнал в нем своего старого друга. Но вампир не стал слушать его и пошел в атаку. Друзьям пришлось сразиться в последнем бою. К вящей радости очевидцев вампир был вскоре повержен охотником, защищающим свою жизнь.;Hunter Jan tracked down the vampire and prepared for a fight, when he suddenly recognized it as his old friend. But the vampire did not listen to Jan's greetings and attacked straight away. The friends had to fight in their last battle. To the great joy of the gaping crowd, the vampire was soon defeated by the hunter defending his life.;;
ixbt-hunter-forget;С какой стороны браться за меч?;Прибился к местным крестьянам странный человек. По выправке – бывалый воин, а заявил вдруг, что дояркой хочет стать. Где оно видано, чтоб умелый мечник корову за титьку тягал? Да еще все снаряжение заложил ближайшему торгашу по имени Тодд и взял ферму плохонькую у тутошнего графа! Ходит теперь за гусями да курами.;A strange man joined the local community. A seasoned warrior by his looks, he suddenly announced that he wanted to be a milkmaid. Have you ever seen a skilled swordsman pulling a cow by the tits? That warrior pawned all his gear to a nearby trader named Todd and bought a little farm from the local count! Now he tends to geese and chickens.;;
ixbt-vampire-laughter;По разные стороны клинка;Быстро развеселившийся вампир рассказал печальную историю своей жизни. О том, как был у него друг, что поклялся истреблять вампиров, когда Мишель обратился нежитью. О том, что давным-давно украл Мишель у ордена iXBT фрагмент скрижали, которая ключом являлась от таинственного грота мореплавателя Коксакерсона. Ключ этот мог бы спасти Мишеля, да где третью часть найти?;The vampire cheered up after a good laugh and then told the sad story of his life. How he had a friend who swore to exterminate vampires when Michael turned undead. How a long time ago Michael stole from the iXBT order a fragment of a scripture, which was the key to the mysterious grotto of the viking jarl Queerson. You have another such fragment. If only you could find the third part of the scripture, you would be able to save Michael.;;
ixbt-duel-fail;Схватка;Охотник Жан выследил вампира и был готов сразиться с ним, как вдруг узнал в нем своего старого друга. Но вампир не стал слушать его и пошел в атаку. Друзьям пришлось сразиться в последнем бою. Жан не смог устоять, и вампир нанес ему смертельную рану. Собравшиеся зеваки разбежались в ужасе.;Hunter Jan tracked down the vampire and prepared for a fight, when he suddenly recognized it as his old friend. But the vampire did not listen to Jan's greetings and attacked straight away. The friends had to fight in their last battle. Jan couldn't hold his defenses and the vampire tore him up badly. The gaping crowd dispersed in panic.;;
ixbt-guard-success;Вампирова погибель;Утром, изрядно набравшийся пивом капитан стражи, хвастался тем, что выследил и прикончил жуткого упыря. Обещал показать вампирский гроб, прах в мешочке и острые клыки. Один клык грозился продать на аукционе.;In the morning, the heavily drunk captain of the guard boasted that he had tracked down and finished off a terrible ghoul. He promised to show a vampire coffin, a sack of ashes and two sharp fangs. One fang was supposed to be sold to the highest bidder.;;
ixbt-guard-fail;Погибель стража;Утром дозорные нашли в кустах околевшего капитана стражи, что охотился на вампира последнее время. В каких жутких корчах умирал отважный воин – остается только догадываться, да кому оно нужно?;In the morning, the watchmen found in the bushes the late captain of the guard, who had been hunting the vampire lately. In what terrible contortions the brave warrior died — one can only guess.;;
